#{"t_start": 1660902515.4625976, "env_id": "DobotReachDense-v0"}
r,l,t-14.298331,50,3.759109
-1.541552,13,3.775739
-12.04646,50,3.839822
-6.829301,50,4.202724
-8.535482,50,4.446749
-7.100741,50,5.281703
-14.01533,50,5.554538
-10.443627,50,5.857705
-15.013862,50,6.806445
-14.569287,50,7.087809
-12.571729,50,7.945629
-13.601709,50,12.771443
-11.176682,50,13.01845
-1.775016,15,13.091941
-7.836582,43,13.898186
-13.858477,50,14.143697
-4.701667,29,14.282573
-10.498631,50,15.094677
-16.231136,50,15.36452
-13.07842,50,16.344962
-12.869399,50,16.589542
-17.076782,50,16.837683
-5.818446,25,17.611099
-10.851429,50,21.449702
-15.111602,50,21.695202
-9.385366,50,22.405538
-2.441429,23,22.517844
-9.73161,50,22.761686
-13.856496,50,23.601663
-11.669836,50,23.846133
-3.090341,30,23.992686
-8.761518,50,24.825598
-16.920702,50,25.06928
-8.501254,50,25.914981
-7.454868,50,30.781054
-1.918937,21,30.886048
-6.166304,30,31.034269
-8.572539,50,31.791347
-9.219077,50,32.037539
-8.80132,50,32.793241
-8.143823,50,33.036793
-7.784686,50,33.286922
-9.639836,50,34.074864
-7.217642,50,34.32196
-0.8979,8,34.36157
-13.79135,50,35.188766
-5.787095,27,39.53307
-9.799927,50,39.786009
-11.570195,49,40.575272
-2.086091,18,40.662613
-1.541916,17,40.746653
-11.457308,50,40.990759
-4.709452,24,41.555047
-6.038397,50,41.802981
-5.1514,50,42.05114
-10.575843,50,42.769432
-12.528256,50,43.011688
-4.305728,23,43.124212
-6.980099,50,43.92884
-6.519431,50,48.765604
-2.797368,19,48.865891
-0.709756,4,48.886029
-11.29728,50,49.634423
-7.486157,50,49.882066
-0.78017,6,49.912193
-11.508634,50,50.671443
-7.107528,50,50.918649
-3.390342,28,51.056486
-4.275007,29,51.199128
-1.686962,16,51.834717
-8.429277,50,52.080634
-2.56238,13,52.142904
-6.219624,50,52.833364
-12.004608,50,53.081786
-8.961407,50,58.015551
-1.623907,15,58.090412
-9.267436,50,58.673697
-6.584886,50,58.91971
-3.322741,30,59.067547
-5.085423,50,59.655939
-6.30596,33,59.82065
-6.443718,50,60.467326
-2.448081,22,60.574785
-4.056483,50,60.820603
-4.384903,23,60.934019
-5.552018,50,61.601745
-3.255703,30,61.753116
-0.794622,4,61.772796
-2.474823,24,66.50334
-7.949367,43,67.078427
-0.624234,5,67.105824
-2.040188,15,67.180895
-1.356843,8,67.220701
-2.706064,20,67.331515
-1.100319,7,67.369927
-0.94036,9,67.421155
-3.918569,22,67.549214
-0.233832,2,67.560977
-3.229363,22,67.691123
-1.748438,13,68.07606
-5.895442,44,68.334745
-5.650806,43,68.587977
-3.057915,15,68.674262
-1.12769,6,68.708382
-8.478504,50,69.285107
-4.338024,20,69.40172
-7.752893,50,69.689731
-8.043514,50,70.294347
-3.446868,20,70.411529
-3.721417,29,70.581846
-2.223789,21,75.011456
-1.756557,20,75.116286
-5.897834,41,75.552073
-3.23516,19,75.645441
-4.700614,30,75.795017
-4.750276,25,75.918707
-2.173366,14,75.989279
-6.96779,36,76.397004
-0.313186,3,76.412104
-3.899471,26,76.543411
-6.118501,50,76.789582
-5.976931,50,77.224992
-4.739912,50,77.471642
-2.691643,14,77.540493
-4.340401,24,77.912165
-7.116577,35,78.083122
-3.339206,31,78.234758
-4.402313,30,78.381612
-5.788589,50,83.586907
-7.53027,50,83.882946
-0.826592,8,83.927927
-2.168882,13,84.002319
-3.394625,26,84.15368
-1.416306,14,84.431678
-2.8048,26,84.577398
-2.069322,18,84.681876
-0.778051,8,84.729577
-0.431329,4,84.753549
-5.013465,32,84.940724
-5.053523,27,85.097893
-5.72476,50,85.61515
-2.145884,14,85.685601
-2.903634,20,85.786741
-5.458075,34,85.956429
-1.013361,6,85.986605
-1.540919,12,86.291244
-2.046081,17,86.376725
-2.018338,13,86.440979
-3.914135,28,86.580962
-3.138682,17,86.666245
-4.654893,31,86.820228
-1.900249,16,91.631373
-3.962336,35,91.804503
-4.02082,32,91.964511
-1.585174,11,92.02034
-3.804447,29,92.165236
-1.375206,9,92.209145
-1.67697,13,92.469291
-2.502558,16,92.547604
-7.064572,50,92.794712
-5.148211,50,93.218144
-2.679909,19,93.313262
-6.627159,50,93.55893
-4.461109,27,93.690695
-3.358318,19,93.784411
-2.881753,18,94.12918
-1.667543,14,94.198134
-5.082802,50,94.445
-4.970319,36,94.625561
-6.218753,40,99.614213
-1.74085,15,99.689941
-2.71697,33,99.855459
-5.782888,50,100.104222
-2.121109,15,100.334192
-4.591595,31,100.487195
-5.011717,33,100.650066
-4.497904,38,100.836705
-0.715638,4,100.856623
-6.304616,50,101.359132
-2.109732,14,101.427742
-2.738253,26,101.556622
-2.225221,18,101.645982
-3.802092,20,101.745262
-0.395891,3,101.760541
-3.458767,19,102.054847
-2.953341,16,102.134825
-0.364846,3,102.14978
-4.862324,31,102.301359
-1.862547,17,102.385832
-0.626038,4,102.405661
-1.068037,8,102.445342
-1.75744,12,102.504253
-4.33269,29,102.894612
-2.853282,20,107.704151
-0.806709,8,107.74565
-2.489926,13,107.81109
-0.596495,4,107.830993
-3.219519,26,107.960212
-3.369269,18,108.049944
-4.246265,20,108.149521
-1.390736,12,108.396676
-1.041435,5,108.421526
-1.782947,11,108.475845
-1.813402,14,108.545167
-1.717367,17,108.629461
-7.070151,50,108.877337
-6.638711,50,109.357835
-4.374636,32,109.516162
-1.441038,11,109.57132
-4.449045,27,109.703604
-3.935817,27,110.018774
-1.386143,12,110.082233
-4.086845,50,110.331072
-0.867561,6,110.361471
-5.126945,36,110.539956
-4.42375,44,110.928429
-5.591984,35,115.773742
-3.595749,17,115.857209
-5.901399,50,116.295909
-3.802238,19,116.392566
-2.859229,19,116.486777
-4.228687,24,116.604827
-3.056055,20,116.702924
-2.013904,15,116.778444
-3.921029,25,116.901603
-1.057184,6,117.099662
-5.062879,50,117.346056
-1.771872,15,117.419273
-1.091906,11,117.473919
-3.332835,26,117.617186
-0.644232,4,117.640609
-2.915871,19,117.940703
-0.45764,4,117.961027
-2.011854,19,118.05544
-2.49335,15,118.130159
-7.24938,50,118.379267
-4.134058,21,118.481884
-1.005271,6,118.511463
-4.535904,29,118.904353
-4.951232,33,123.591251
-2.354881,18,123.681344
-4.348934,29,123.824566
-1.710832,11,123.879314
-7.825903,50,124.359091
-3.043258,20,124.457486
-6.3754,49,124.696683
-2.668285,26,125.068737
-3.202849,19,125.163979
-1.964004,16,125.244153
-4.704525,33,125.407972
-3.302761,24,125.527409
-3.731418,24,125.845394
-6.07633,42,126.057285
-1.530709,12,126.11726
-2.399233,13,126.182586
-3.961275,33,126.347306
-1.970895,12,126.406307
-2.549567,20,126.703212
-1.801418,14,126.772871
-5.022417,37,131.598139
-2.453758,14,131.671329
-4.538773,39,131.864117
-2.770786,21,132.232916
-3.008724,16,132.311101
-1.141489,8,132.349794
-1.990681,12,132.407942
-1.029598,6,132.437125
-3.970571,24,132.556702
-4.558601,27,132.692943
-3.091199,25,132.997291
-3.527714,20,133.096984
-2.136957,16,133.175967
-0.873046,6,133.206169
-3.031252,15,133.283142
-2.886501,26,133.410522
-0.866303,5,133.436132
-1.596629,12,133.495372
-3.067097,17,133.578276
-3.04931,16,133.87999
-2.817878,18,133.970393
-2.496543,15,134.044963
-2.144152,15,134.118114
-4.775091,50,134.366142
-0.728892,5,134.391532
-3.245372,26,134.734897
-2.444646,18,134.824492
-1.123513,7,134.859502
-0.831426,6,134.889108
-1.985103,13,134.952829
-4.545283,50,139.270927
-4.089714,25,139.570079
-3.267552,20,139.671129
-1.312603,11,139.726632
-3.341456,24,139.845657
-1.827974,16,139.926476
-3.939914,22,140.035976
-1.461649,10,140.086612
-1.59009,11,140.141866
-4.208994,31,140.460586
-4.436068,50,140.709916
-3.228686,18,140.800178
-0.353516,3,140.815798
-3.195938,24,140.934876
-4.860623,27,141.299541
-3.005345,18,141.399248
-0.995711,6,141.434617
-1.743666,12,141.498691
-2.057887,15,141.582023
-3.259625,24,141.715355
-2.263973,15,141.797816
-4.223926,31,142.138928
-6.005499,36,142.316412
-1.800581,19,142.411049
-3.975818,35,147.255647
-2.196922,18,147.561961
-3.206711,18,147.667999
-4.139867,25,147.815313
-1.655487,15,147.903464
-0.389957,3,147.920924
-4.603317,50,148.213322
-4.760768,50,148.674877
-4.157021,22,148.80858
-2.796282,21,148.931769
-3.841579,50,149.426422
-1.837892,11,149.491645
-2.80978,22,149.621159
-0.814162,6,149.651193
-0.76834,6,149.680477
-0.924863,6,149.709772
-1.286611,8,149.748832
-0.4309,4,149.768381
-2.009409,11,149.823485
-3.771392,50,150.207155
-0.622339,5,150.232816
-0.963466,6,150.262053
-0.408272,3,150.276949
-1.483373,12,150.336315
-2.340778,16,150.415744
-0.562558,5,150.440224
-1.791798,11,150.494481
-1.864345,12,150.55338
-0.759408,4,150.57368
-0.940521,6,150.603687
-4.783857,27,155.402629
-1.285493,13,155.728452
-1.655434,19,155.824809
-1.391274,11,155.879573
-3.315422,17,155.965846
-0.455107,3,155.981299
-2.081531,19,156.07531
-1.535855,15,156.149765
-0.797128,5,156.174613
-1.532849,12,156.234081
-1.916764,20,156.333978
-3.820783,23,156.636952
-1.798333,13,156.701897
-3.659795,19,156.797097
-2.760501,17,156.882115
-3.846162,33,157.04802
-2.220234,12,157.107541
-0.51854,4,157.127966
-1.912102,14,157.436761
-4.037137,22,157.565201
-2.518909,23,157.70073
-1.086381,10,157.759132
-0.840056,8,157.808377
-2.717085,16,157.901716
-3.006054,18,158.005099
-1.458083,13,158.080581
-0.89352,5,158.110012
-1.623326,13,158.319689
-1.611738,10,158.378643
-3.554004,19,158.488512
-2.500176,14,158.569154
-0.50505,3,158.586978
-0.85169,5,158.616106
-4.452052,29,158.784376
-2.191085,14,163.476629
-0.407908,3,163.49383
-1.52955,11,163.552136
-2.258952,15,163.862158
-2.114824,14,163.933193
-1.734288,12,163.992516
-0.863091,9,164.036328
-4.060567,24,164.157005
-3.840269,20,164.25796
-3.22172,19,164.351499
-2.26467,15,164.425586
-2.763135,13,164.667412
-1.507311,10,164.716711
-2.291959,15,164.790988
-0.984973,10,164.840189
-0.965623,7,164.875756
-3.546663,25,164.999803
-2.067401,13,165.066367
-6.51314,50,165.589068
-2.555473,14,165.671553
-0.93675,9,165.724088
-2.257556,12,165.79507
-1.85493,17,165.891751
-1.408174,11,165.955571
-4.167774,50,166.405339
-3.027853,35,166.606299
-2.015898,15,166.693467
-2.337964,19,166.80271
-2.810288,22,166.929803
-0.498243,4,166.951799
-1.247449,12,167.01916
-2.182418,15,171.572848
-2.231464,14,171.784473
-2.55816,19,171.878981
-2.711917,15,171.953728
-1.345202,14,172.023076
-2.069333,12,172.082346
-1.328714,8,172.121715
-0.719224,5,172.147511
-0.390138,3,172.162601
-1.857651,14,172.233051
-4.402524,28,172.532374
-2.393352,27,172.666476
-4.60707,24,172.78805
-5.10095,30,172.939752
-2.395643,22,173.050695
-0.60598,5,173.075573
-2.811863,14,173.362482
-5.419672,39,173.557661
-1.94433,15,173.632623
-2.378503,27,173.767068
-2.525579,21,173.87064
-1.486931,11,173.924428
-1.222418,7,173.95881
-2.652981,26,174.320722
-2.397071,20,174.419612
-1.365565,15,174.493897
-2.453621,20,174.592131
-3.799181,24,174.711329
-1.132342,9,174.756921
-2.241314,16,179.45402
-1.188876,9,179.502976
-2.566706,17,179.589454
-1.359626,9,179.633576
-0.932113,5,179.658516
-1.504788,14,179.727611
-2.975887,18,179.817799
-1.411879,12,179.876243
-3.899727,21,179.981201
-3.548023,18,180.237621
-2.012203,19,180.334188
-0.991047,6,180.364553
-1.415607,13,180.428117
-2.833102,16,180.508266
-4.574296,34,180.677144
-2.743488,16,180.757596
-1.832995,13,180.821767
-3.239921,19,181.059291
-0.761244,5,181.084247
-0.539744,5,181.108962
-3.757848,18,181.198534
-3.416739,19,181.294022
-2.480072,20,181.396668
-0.643321,5,181.421779
-1.820397,12,181.482
-1.863772,16,181.562854
-2.876287,14,181.88494
-1.246072,13,181.954706
-0.740665,5,181.979883
-2.317865,16,182.059256
-2.540118,17,182.142472
-1.922284,14,182.212133
-0.69968,5,182.236887
-3.142603,18,182.325909
-1.9207,13,182.390568
-3.750697,22,182.499488
-1.132321,11,182.77524
-0.976058,8,187.430375
-5.676618,50,187.684137
-0.38454,3,187.700165
-0.322619,3,187.71496
-1.558484,10,187.764334
-1.92264,12,187.822793
-2.541884,15,187.898867
-3.087185,19,188.167075
-0.561457,4,188.188855
-2.344982,14,188.257961
-5.629526,50,188.502892
-1.137919,10,188.551166
-2.21096,15,188.625035
-1.148849,7,188.659453
-1.807707,16,188.74115
-1.632153,10,189.023103
-0.818282,5,189.047749
-1.023888,9,189.092925
-2.228529,13,189.157107
-1.878061,12,189.215983
-1.988609,11,189.27148
-0.668943,5,189.295975
-0.762845,5,189.320722
-1.834185,11,189.376425
-2.085154,15,189.450841
-0.526946,4,189.470242
-4.813556,26,189.598663
-1.17855,7,189.822016
-1.716608,11,189.877168
-3.07292,16,189.956064
-3.257457,19,190.049943
-3.198694,22,190.161834
-5.97039,48,190.401835
-2.490428,24,190.663949
-2.960447,17,195.364511
-2.866851,18,195.454812
-3.365217,17,195.53881
-1.862474,18,195.628189
-2.719711,15,195.702272
-1.914722,14,195.771493
-2.435585,14,196.017573
-2.017891,13,196.081784
-3.021292,18,196.170714
-1.795521,14,196.241513
-2.57859,24,196.360509
-1.991877,14,196.429551
-2.159431,15,196.502958
-2.385616,16,196.581393
-2.201409,25,196.856354
-3.009127,15,196.930192
-5.38319,40,197.129297
-1.279871,10,197.178715
-1.765288,13,197.245136
-2.250244,17,197.328439
-2.201563,13,197.552888
-1.810211,15,197.628744
-2.34029,12,197.688074
-3.385449,50,197.936675
-3.392746,18,198.025854
-2.819589,16,198.104268
-5.151007,36,198.490952
-1.521984,10,198.540323
-1.453504,10,203.277201
-2.458868,14,203.347764
-3.950381,19,203.442538
-2.787825,17,203.526082
-2.99497,16,203.606778
-2.501064,15,203.827166
-1.399415,11,203.881895
-1.67717,12,203.940899
-0.486947,4,203.960897
-1.375719,12,204.020358
-1.436304,13,204.084776
-1.377421,11,204.140666
-2.51201,19,204.234116
-0.630426,5,204.259126
-3.178798,19,204.352499
-4.906858,30,204.675661
-1.650572,12,204.735443
-0.57247,5,204.75999
-1.19974,10,204.809221
-2.404906,15,204.883152
-2.788675,21,204.987318
-1.404541,12,205.046973
-1.327639,12,205.109284
-1.55051,11,205.163857
-3.159568,16,205.416495
-1.427882,10,205.467698
-2.941596,19,205.561856
-2.607448,13,205.627102
-0.229419,3,205.641717
-1.605823,12,205.70088
-1.789837,16,205.78086
-1.989048,15,205.856245
-2.700856,16,205.935159
-0.277529,3,205.950165
-4.591789,34,206.240526
-1.013634,9,206.285374
-1.777238,14,206.355277
-2.627704,14,211.015501
-3.739142,19,211.114362
-0.364645,3,211.129122
-0.594724,4,211.149547
-0.841518,5,211.17457
-1.442891,10,211.223781
-2.260798,15,211.298193
-1.86927,16,211.584676
-1.449241,11,211.640735
-3.292428,17,211.725326
-2.04835,17,211.809219
-1.115923,6,211.838779
-1.795402,13,211.903948
-2.758493,15,211.979023
-2.169264,14,212.049049
-0.77559,5,212.074209
-0.74156,5,212.099438
-1.806489,12,212.158603
-3.680545,20,212.488246
-3.49818,20,212.58679
-2.668462,15,212.664536
-3.175739,21,212.768873
-1.222511,11,212.824427
-2.18372,12,212.883596
-2.437672,17,212.968714
-1.641688,10,213.018671
-1.206626,10,213.226935
-2.401481,16,213.30602
-0.364056,3,213.320967
-1.176247,9,213.36484
-1.496042,13,213.429475
-2.934779,18,213.518068
-2.447422,16,213.597575
-1.474761,13,213.662268
-4.59446,22,213.772182
-4.355976,23,214.042082
-1.758669,13,214.10622
-0.74255,4,214.125911
-1.937854,12,214.187519
-3.946108,45,219.088647
-0.821277,5,219.11393
-1.652372,12,219.173903
-0.554934,4,219.193787
-1.60666,12,219.253432
-2.7907,16,219.518056
-3.440784,19,219.612849
-1.428099,9,219.657179
-3.927309,28,219.796939
-1.451635,10,219.845605
-4.493762,23,219.958631
-2.9967,17,220.042865
-1.504577,9,220.089036
-4.179304,26,220.36205
-1.337475,11,220.417059
-2.041509,12,220.476698
-6.48283,50,220.725941
-1.07799,10,220.776251
-0.624459,4,220.796649
-1.928514,14,221.002471
-2.103883,15,221.079353
-2.390533,22,221.187927
-2.178326,14,221.256872
-2.881433,16,221.336062
-3.877569,20,221.437052
-0.945892,6,221.467385
-2.636811,17,221.551013
-4.186748,25,221.845888
-3.180499,16,221.925025
-5.089477,50,226.715442
-1.605731,12,226.782573
-3.614779,18,226.87371
-2.35284,15,226.947618
-0.668456,6,227.129075
-3.641798,20,227.229372
-0.32246,3,227.245042
