#{"t_start": 1652252134.7535436, "env_id": "TrajectoryGenerationURSim-v0"}
r,l,t
-1.648958,154,632.904953
-1.65279,154,1123.470443
-1.77243,202,1638.400465
-2.216586,279,2391.101685
-1.222702,97,2634.676461
-1.59059,122,2979.324515
-1.921353,164,3485.301572
-1.338363,76,3728.235611
-1.795271,149,4967.640713
-1.680307,195,5471.924214
-1.70371,151,5889.991419
-1.789787,144,6339.872276
-1.381162,69,6514.915259
-1.318417,64,6732.56879
-2.019776,211,7350.729585
-1.361748,300,8821.80402
-1.811416,133,9165.204148
-2.197867,233,9753.538685
-1.776619,300,10470.361355
-1.583545,300,11293.307925
-1.310753,91,11571.128473
-1.508092,300,12953.89015
-1.486307,116,13217.680161
-0.954892,300,14040.118825
-0.809624,300,14661.492452
-0.792863,300,15319.073914
-1.347853,300,16644.425043
-1.24094,300,17263.441002
-1.413904,300,17873.42192
-1.053803,300,18481.607735
-1.217555,300,19998.194805
-1.097749,300,20591.31515
-1.977476,300,21190.908062
-1.730925,300,21795.67224
-1.56523,300,23127.371722
-1.614121,300,23724.007716
-1.073545,300,24509.045015
-1.733697,300,25103.210544
-1.177459,300,26420.471894
-1.247775,300,27015.898728
-1.495935,300,27609.688443
-1.005363,300,28206.721602
-0.745478,300,29515.688357
-1.711993,300,30307.442156
-1.044538,300,30884.292281
-1.176557,300,31486.012077
-1.375406,300,32079.7335
-1.083319,300,33386.412633
-0.819522,300,33983.29046
-0.740551,300,34587.111375
-1.514509,300,35384.909487
-0.871783,300,36721.132237
-1.285426,300,37321.951141
-1.299558,300,37913.061991
-1.285125,300,38510.67219
-0.779909,300,39831.430854
-1.755953,300,40427.632528
-0.951285,300,41219.763149
-1.301863,300,41804.991756
-1.063554,300,43131.624616
-1.354384,300,43730.243166
1.998365,3,43751.293107
-1.136304,300,44360.051992
-0.944836,300,44963.10533
-1.567531,134,45246.895484
-1.154729,300,46783.302941
1.922932,35,46853.297022
-1.037947,300,47456.062059
-0.881501,300,48060.086668
1.9879,15,48097.759426
-1.191218,300,48698.916832
-1.254176,300,50022.701508
-0.957081,300,50625.7217
-1.106644,300,51242.900616
-1.462144,300,52064.378944
1.94126,30,52163.019584
-0.828884,300,53476.093931
-1.106378,300,54083.983109
-1.633478,300,54716.069037
-1.146578,300,55327.922174
-1.387634,300,56659.648593
-0.897661,300,57288.665244
-0.98873,300,58118.101125
-1.057011,300,58715.309755
-1.09992,27,58770.650147
-0.63699,300,60145.186064
-0.80611,300,60759.172834
-1.131836,300,61376.497868
-1.581466,156,61734.501803
-1.090201,300,62337.447784
-0.964742,300,63798.312227
-0.949178,300,64426.698617
1.911389,48,64538.558176
-1.129885,300,65172.606504
-0.905751,300,65814.227879
-1.066839,300,67027.185459
-0.53502,300,67659.087082
-0.935097,300,68306.592581
-1.617904,300,69118.819247
-0.944791,300,70371.431158
1.929527,32,70456.638906
-0.694648,300,71057.258378
-0.735434,300,71673.288378
-0.831452,300,72308.990723
1.91186,33,72376.008815
1.948074,36,72469.885328
-0.694553,300,73733.617244
1.876956,83,73917.269037
1.917428,65,74049.559931
-1.110501,300,74920.6693
-1.008027,300,75530.746276
1.941033,37,75630.392754
1.980949,16,75685.964839
-0.533023,300,76909.706576
-0.504966,300,77576.929709
1.569159,189,77942.036622
1.932121,30,78007.692931
1.930983,51,78160.290882
1.970184,29,78237.492168
-0.447906,300,78839.546073
-1.10821,300,80288.804842
-1.310255,300,80894.015583
-1.134433,300,81543.207439
-1.153178,300,82272.281084
1.733137,68,82429.566441
-1.679649,300,83745.316193
-1.182389,300,84386.736217
-0.781257,300,85025.204525
-1.051532,300,85853.799999
-1.179819,300,86548.245277
-1.813225,300,87803.200085
-1.251358,300,88430.649932
1.991052,10,88480.523308
1.885181,63,88684.238978
-0.897763,300,89332.451826
1.833108,68,89500.059627
1.89058,62,89638.186552
-1.31285,300,90883.925
1.867286,87,91073.297988
-1.128877,300,91977.071939
-1.17443,300,92610.783844
1.755664,132,92937.727225
1.9619,17,92983.007511
-0.911468,300,94179.010267
-1.12542,300,94839.799574
-0.662206,300,95486.284811
1.92819,43,95569.165719
-1.185282,300,96306.287596
-1.359326,300,97769.311537
1.949793,32,97945.046099
1.722618,115,98230.420515
1.968981,18,98277.231201
1.955156,30,98335.976928
1.939369,28,98390.304977
1.897116,54,98502.282568
1.975902,16,98542.360033
1.958747,20,98609.230968
-1.017201,300,99327.287836
1.874958,128,99646.552397
1.831861,112,99919.061448
-0.788202,300,100560.563866
1.943525,25,100654.954272
1.863263,104,101290.486169
1.956295,21,101335.257599
-1.083041,300,102016.530704
1.712746,202,102532.63143
-1.167277,300,103486.882918
-0.932957,300,104136.301036
-0.980261,300,105275.889571
1.964981,25,105350.573994
-0.947428,300,106048.245106
1.932307,43,106135.674328
1.937372,37,106232.635584
1.596617,229,106889.945007
1.945421,24,106958.528896
1.956753,36,107074.203431
1.90805,41,107158.550894
1.888273,72,107334.903396
