#{"t_start": 1652081926.9261253, "env_id": "TrajectoryGenerationURSim-v0"}
r,l,t
-1.615173,213,12878.047403
-1.037145,300,12935.375086
-0.927948,300,13007.793404
-0.729888,300,13065.956723
1.842243,56,13119.953876
-0.873237,300,13165.47115
-0.559892,300,13234.54014
1.81291,75,13298.595961
1.753323,159,13330.290413
1.928024,37,13356.570513
-1.488498,300,13396.839725
1.702085,110,13436.418648
1.813607,89,13448.131537
-0.667239,300,13471.176868
-1.110119,300,13502.620182
-1.320309,300,13537.390463
-0.919533,300,13594.457506
-1.673643,196,13628.386481
1.865408,101,13656.634928
1.924522,38,13663.99251
-1.11023,300,13686.258985
1.855453,58,13698.226205
-1.06583,300,13720.5337
-0.970566,300,13746.080491
1.976382,22,13760.152873
1.986185,17,13763.444077
-0.822369,300,13783.128723
-1.302969,92,13796.824271
-0.600137,300,13826.868496
1.862072,65,13852.667158
-1.520111,105,13871.045961
-1.320666,300,13907.78454
-0.640178,300,13948.409779
-1.472384,192,13981.165802
-1.286371,300,14020.063378
1.962461,24,14037.906252
-0.764397,300,14067.28936
-0.822005,300,14109.240766
-0.688382,300,14395.685769
-2.070877,233,14432.557262
-0.597127,300,14470.335453
-0.767487,300,14511.023704
-1.334307,134,14537.652897
-0.574227,300,14575.812513
1.291595,182,14608.462171
1.482574,156,14634.3848
-1.175418,300,14670.656126
-0.892262,300,14711.543959
-0.836941,300,14751.666677
1.917968,97,14774.596781
-1.544477,112,14794.341697
-0.427366,300,14832.392408
-1.233648,57,14857.288686
-1.549437,142,14876.314462
-1.24117,87,14895.152253
-1.251239,63,14911.032551
-0.666546,300,14942.634957
-0.673362,300,14981.80216
-0.832103,300,15021.464591
-0.712611,300,15065.680469
1.897655,52,15089.054626
-0.92106,300,15120.18641
-0.865763,300,15169.678922
-0.896794,300,15208.637163
-1.031252,300,15255.285012
-0.439737,300,15290.981736
-1.188823,93,15313.262399
-0.584693,300,15347.804722
-0.710071,300,15387.039201
-1.051929,300,15441.867043
-0.625063,300,15503.143254
-0.532277,300,15560.163682
1.885299,51,15591.831319
1.796005,135,15616.135871
1.930534,36,15638.438123
-0.578024,300,15671.534707
-0.950868,300,15727.372721
-0.927147,300,15807.369319
-0.978294,300,15872.218708
1.682462,91,15910.494873
-1.126054,300,15952.121694
-0.562021,300,16004.309307
1.880848,49,16033.364775
1.997454,5,16042.67521
-1.248083,143,16308.838909
-1.383915,300,16355.388818
1.846877,53,16396.545332
-0.993453,300,16434.074903
-0.810193,300,16489.322919
-0.973124,300,16537.876984
1.710379,139,16580.261592
1.847675,76,16609.216952
1.851906,87,16627.1952
1.611995,149,16655.245041
-0.973666,300,16695.741058
1.530043,208,16742.525738
1.902915,49,16765.367541
1.909418,39,16776.066654
1.859055,55,16789.143958
1.700322,117,16809.614838
1.683493,150,16838.99531
1.869703,46,16860.193504
1.886222,66,16874.225532
1.81252,98,16893.876221
1.747274,113,16918.307457
1.732308,117,16944.941614
-0.584309,300,16986.833218
-0.952788,300,17036.321795
-1.158118,68,17068.879398
1.923945,46,17082.180167
1.928559,35,17093.514501
1.872594,55,17105.356758
-1.173066,300,17140.641154
-0.910751,300,17193.693317
-0.719976,300,17248.022107
-0.622601,300,17299.851556
1.980418,18,17334.284351
-0.547384,300,17366.080554
1.785265,107,17400.39965
1.936757,39,17418.432982
-0.918959,300,17455.138643
-1.175847,300,17516.683608
1.956023,25,17553.678244
-0.72541,300,17587.030657
1.821896,96,17632.486793
-0.511297,300,17674.387474
1.920987,34,17708.156829
1.950055,30,17718.270404
1.950348,44,17729.786874
-0.628588,300,17763.754369
-1.07016,70,17800.556613
-1.050402,300,17837.797519
-1.041169,300,17894.532505
1.928736,35,17932.38363
-1.527109,229,17960.319824
1.906858,42,17999.201912
-1.332992,172,18022.809288
1.921479,53,18049.777241
