#{"t_start": 1651681209.5388203, "env_id": "FollowPathURSim-v0"}
r,l,t
3.904392,46,41636.912145
-4.042407,800,41728.887269
3.804818,66,41753.898626
-1.63604,226,41787.317078
3.851632,65,41809.642895
3.715506,186,41839.212846
3.536093,129,41863.043552
-2.250256,800,41958.851968
3.614644,150,41994.012801
-5.013591,800,42089.210642
-4.494905,800,42191.762439
-4.512843,800,42294.006318
3.978487,22,42313.809806
-1.091047,57,42324.770659
-3.168373,800,42417.671584
-1.780598,449,42485.208737
3.913105,42,42506.812782
3.73514,122,42527.979705
3.897519,57,42543.915143
-1.171707,800,42636.535956
3.880371,50,42655.859182
3.898875,51,42670.548428
3.660813,120,42690.771132
-1.220295,106,42714.143333
-1.522411,166,42741.576827
-1.075832,49,42758.867343
-4.709576,800,42849.976902
3.979353,19,42871.71256
3.873561,54,42882.688648
3.908507,39,43300.995663
-4.732543,800,43392.904988
3.963536,29,43416.03551
3.959219,27,43424.833781
3.782807,78,43439.529097
3.808345,71,43457.902791
-5.176424,800,43551.596023
-1.200896,63,43588.443936
2.833968,437,43640.766584
3.952927,29,43660.192095
-1.276255,800,43750.558542
-4.423924,800,43847.121842
-2.530659,800,43951.200553
3.876915,56,43976.951399
3.702696,105,43998.31405
3.813774,70,44017.403579
3.818033,94,44036.585064
-1.433171,800,44133.889347
3.863116,64,44158.788254
2.722389,597,44233.617904
-3.620058,800,44338.532713
-3.278769,800,44445.373738
3.943415,31,44463.305664
3.89643,49,44475.275051
3.883707,68,44490.482335
3.898963,42,44504.05843
-1.878674,800,44599.147621
-2.455495,800,44707.155231
3.848731,59,44747.82052
3.928201,81,45343.088692
3.924508,62,45360.997043
-4.057494,633,45439.440221
-3.793477,800,45545.361166
-1.187327,76,45571.027634
-3.345274,800,45668.262607
-1.84134,800,45772.042315
3.716684,127,45805.596537
-3.129112,800,45903.577418
-1.206544,130,45956.438239
3.977162,19,45977.113361
3.703759,119,45995.624444
3.029567,241,46030.831453
3.590279,141,46062.264882
3.714813,106,46084.820195
2.771648,512,46150.67289
3.776353,73,46180.152911
-1.707925,800,46278.469618
-1.570763,800,46386.075491
-0.862935,800,46488.24485
-2.645827,800,46591.348175
2.848397,397,46650.256818
-1.089501,44,46672.421891
-2.599504,800,46766.83802
-3.604794,800,47666.72427
3.863749,64,47707.052282
3.814863,66,47723.661464
3.905363,43,47737.53661
-4.346625,800,47832.496059
3.415197,196,47873.279352
3.728819,187,47905.277451
-2.213465,302,47952.969242
3.82187,72,47976.648378
-4.469701,800,48072.00563
-1.081964,40,48097.128963
3.969329,23,48106.30174
3.942951,47,48117.549982
3.551393,216,48150.077051
-2.634002,800,48249.837593
-5.23532,800,48353.998913
3.930852,37,48378.383043
3.651531,322,48421.227311
-3.062044,800,48518.603812
3.559903,269,48565.940917
3.652974,175,48596.682899
-0.040388,359,48648.674775
-1.141465,60,48665.178794
-4.118739,800,48762.738515
-1.151698,58,48807.039509
3.64838,129,48831.86033
3.962195,26,48846.210967
-5.717695,800,48939.614055
-3.921191,800,49045.995425
3.955785,28,49069.602503
-1.524282,800,49616.378809
-4.497411,774,49715.792503
-2.94479,800,49822.629363
3.850508,63,49847.691966
-3.786182,591,49922.412141
-1.702887,800,50031.378358
-1.502565,155,50068.026946
3.660811,103,50093.551447
3.927226,56,50110.217832
3.802268,151,50136.967362
3.940767,51,50155.787342
-1.109103,800,50250.171079
3.886182,107,50276.829127
3.452777,169,50306.122337
3.90545,92,50328.365607
-1.308247,800,50423.82081
3.963068,26,50445.029949
-1.62368,279,50481.641815
-1.325349,79,50508.308644
3.875391,134,50533.916676
-1.253114,72,50549.260997
3.934974,35,50564.456047
-1.860671,800,50658.721949
-1.563043,162,50706.117627
3.919343,66,50726.400137
3.996891,6,50734.539843
3.914404,78,50746.390926
-4.219042,800,50839.250442
3.182068,218,50899.243845
3.809929,75,50920.152397
3.934609,36,50934.419229
3.941161,34,50946.111711
-3.351792,800,51040.268955
-4.383876,800,51538.957475
3.945659,33,51561.273799
-3.29135,800,51654.652266
3.681391,134,51693.368673
3.885082,49,51710.618459
-1.840817,485,51772.702745
-2.439876,421,51833.601644
3.911329,42,51855.302369
3.852686,66,51871.093897
3.938969,41,51885.421246
-3.892195,800,51978.346785
3.753026,85,52005.607367
-1.503605,800,52103.64134
-2.569764,608,52193.135172
-2.462668,800,52293.805898
3.941891,36,52328.312142
-4.293506,800,52423.140186
-2.485184,486,52502.164736
-3.270033,800,52616.617278
-3.200462,800,52721.40956
-2.385233,800,52829.986605
3.897095,58,52852.32802
3.918367,59,52867.720399
-4.227092,800,53659.28547
-2.326001,319,53713.495156
3.890012,46,53737.596797
-3.567147,800,53832.151554
-2.21604,800,53952.658766
-2.997981,800,54053.426994
-2.725928,800,54163.230759
3.892369,133,54195.532743
3.923109,54,54208.262883
-2.222705,437,54263.275815
-2.723001,800,54368.755788
-2.420184,800,54475.011792
-2.659002,800,54585.644173
-2.0036,232,54631.323144
-2.906023,800,54733.613318
-2.210077,521,54823.331105
3.90663,41,54846.188365
3.906511,44,54859.638744
-3.057927,333,54903.805502
-5.0474,800,55007.188943
3.868404,67,55034.201991
-1.993491,294,55688.627147
-1.444368,800,55791.794344
-3.58467,800,55895.062193
3.688772,132,55942.744663
-6.202072,800,56042.426365
3.869993,96,56071.900229
3.974079,22,56087.634622
3.595629,130,56107.555151
-3.378028,800,56204.651265
-2.165202,333,56255.476659
-3.383219,800,56358.665651
-4.329097,800,56476.084348
-1.928174,518,56553.084317
3.72706,111,56583.568746
3.909923,52,56600.594388
3.966862,25,56612.340881
-1.903036,800,56705.484066
-1.286168,800,56811.785561
-2.680112,800,56917.473154
-1.4646,800,57019.346885
-1.591089,800,57676.291168
3.737173,118,57707.946313
-2.330305,800,57804.768699
3.723929,111,57855.137859
-3.955271,800,57952.551909
-2.421589,800,58055.822658
3.925045,37,58080.435293
-2.713248,800,58174.851477
3.826853,106,58201.835541
-2.267105,479,58263.172935
-2.519936,800,58369.413352
3.880638,54,58413.437155
3.597934,170,58440.699817
3.846714,89,58460.819879
-1.954742,273,58500.411226
-3.095767,524,58587.31541
-3.219619,345,58648.339249
-2.455181,800,58751.532298
-1.564572,181,58794.542677
-1.867783,380,58852.375362
-1.837054,800,58956.11808
3.907205,58,58978.765907
3.98318,19,58988.738081
3.864495,61,59000.467295
-1.213126,77,59018.974466
3.859993,66,59036.609709
-1.809019,254,59074.234592
-2.955152,800,59569.833211
-2.141346,800,59692.917082
-1.816388,800,59819.977074
3.803447,130,59854.274483
-1.633441,800,59948.109982
-1.816888,246,59992.160613
-2.170673,800,60095.415334
3.831147,61,60118.885044
-1.052379,38,60134.065166
-2.290761,800,60227.890325
3.884339,90,60259.046111
3.933421,49,60271.888358
-1.331628,800,60365.968248
3.812615,77,60404.320402
-1.712612,262,60442.544819
-3.445714,717,60536.296272
-1.75537,258,60587.476076
3.860631,53,60601.684744
-2.994649,800,60698.689272
-3.340566,800,60805.290044
3.053994,525,60879.007766
-3.711674,459,60944.297908
-2.896838,800,61373.572416
3.944515,37,61398.163295
-1.969756,339,61443.094011
3.846679,77,61472.065325
-1.992936,405,61525.316106
-1.089828,800,61630.837698
-3.827782,800,61738.160887
-2.433209,800,61863.846441
3.964986,30,61884.276963
-3.093168,800,61977.862399
-1.419016,120,62006.360152
3.923708,39,62024.477798
-2.263283,433,62079.131618
-2.83607,689,62182.419138
-2.519184,516,62260.012284
3.951493,51,62296.144154
-1.590762,506,62356.835313
-1.796684,800,62460.22382
-4.193032,800,62560.704611
-1.549554,205,62600.447823
-2.178372,800,62699.409583
-2.367392,507,62791.371619
-2.963855,800,63381.976674
3.892517,87,63405.61725
-2.785897,800,63499.35579
3.701628,156,63553.380775
3.497456,212,63592.546215
-0.678794,800,63693.612802
-3.688438,800,63802.404215
-4.17661,800,63926.692654
-2.072875,800,64050.380309
-3.626041,800,64154.080208
3.746635,121,64188.604087
-2.108406,800,64287.995375
-2.129731,800,64392.189914
3.755176,117,64422.082103
