#{"t_start": 1652442989.0136626, "env_id": "TrajectoryGenerationURSim-v0"}
r,l,t
-0.841095,300,9085.742067
-1.78477,249,9126.958483
-1.474293,145,9152.072676
-1.411926,300,9200.588494
-1.160645,300,9254.180376
-1.443305,86,9271.237062
-0.70243,300,9318.075598
-0.789859,300,9369.939636
-0.798408,300,9424.972236
-0.860695,300,9471.744155
-0.575208,300,9518.906048
1.955901,33,9527.910215
-0.523805,300,9570.155815
-1.031675,300,9616.417716
1.921361,60,9638.736178
-0.42968,300,9683.167498
1.904558,69,9699.039403
1.984806,15,9708.060973
-0.778146,300,9748.737206
-0.558416,300,9794.948539
1.85322,70,9812.176024
-0.647306,300,9855.835351
-0.59422,300,9904.937055
-0.760525,300,10197.0582
1.853648,87,10220.400614
-0.796571,300,10263.043674
-0.426649,300,10307.111099
1.944566,47,10319.096646
1.962647,29,10328.366571
1.661304,293,10369.214941
1.485045,250,10406.038489
1.933149,42,10419.333878
1.809627,135,10442.251923
1.924089,71,10457.191277
-0.754416,300,10501.824401
-0.507375,300,10548.225522
-0.854839,300,10591.918255
-1.488984,191,10623.17584
-0.739002,300,10673.15026
-0.710862,300,10719.517537
1.923612,70,10737.574153
1.939531,31,10746.793419
-0.992185,300,10789.534282
1.826404,163,10819.161238
-1.588551,196,10849.422058
1.978062,23,10863.661484
1.903351,96,10881.235916
1.990469,14,10892.706585
-1.454911,124,10912.079919
1.82074,159,10942.59382
-1.186544,300,10983.846386
-0.700966,300,11029.568826
-0.859852,300,11081.611275
-0.576062,300,11124.135409
1.795143,96,11153.810359
1.927062,48,11167.037616
1.942039,35,11178.777658
-0.533103,300,11221.543293
1.966314,23,11232.17368
1.881087,52,11244.013277
1.972081,21,11253.611591
-1.324914,132,11274.935791
1.971369,22,11287.403269
1.931418,72,11301.186651
1.898434,71,11316.442677
-1.432846,185,11346.184885
-0.545861,300,11391.964487
-0.805513,300,11443.680841
1.977579,17,11469.028945
-1.346071,91,11484.833595
-0.640668,300,11530.37948
1.994546,7,11549.774898
-0.773818,300,11589.513751
-1.373134,117,11612.162084
-1.102306,47,11626.727515
1.887329,103,11645.141172
1.862639,130,11666.978812
-0.420567,300,11709.573637
1.987071,12,11719.306998
1.85625,83,11733.283411
-1.481016,131,11758.474655
-0.964694,300,11803.249182
-0.743697,300,11855.889676
-0.441376,300,12238.876517
-1.098628,40,12252.948026
-1.184113,64,12266.547378
1.767164,257,12303.197992
-1.061003,37,12318.928834
-1.293817,87,12335.369163
-1.123316,42,12349.955862
1.881473,90,12367.677141
1.743945,100,12388.854576
1.781062,104,12408.530224
1.953925,35,12421.588175
-0.578719,300,12465.55301
-1.009867,300,12510.878546
1.852081,69,12536.867851
-1.243266,54,12549.943182
1.769458,76,12569.234625
1.821286,83,12589.543791
1.752961,87,12608.748686
1.811578,100,12629.232699
1.902973,46,12643.651416
1.731492,188,12674.461543
1.746488,100,12693.342144
1.873383,56,12708.23527
-1.074656,38,12720.386639
-0.716262,300,12764.260891
1.971158,24,12779.774319
-1.120431,47,12790.674207
-0.847471,300,12832.737976
-0.702427,300,12875.991072
-1.087213,39,12892.32685
-1.327162,126,12914.461627
-0.797741,300,12956.584376
1.935005,71,12974.583366
-1.255544,93,12994.739952
-0.695287,300,13041.665046
-1.129261,39,13053.909664
-0.887065,300,13097.129114
-0.878091,300,13148.526201
1.935681,36,13167.299785
-1.256576,300,13211.282324
-2.178757,292,13256.801151
1.954295,28,13274.809897
-0.651799,300,13317.783571
-0.853295,300,13362.90671
-0.655848,300,13409.158538
-0.639257,300,13462.921732
-0.953159,300,13511.66526
-1.4605,285,13562.936822
1.963411,32,13576.691276
-1.330767,82,13592.652387
-1.053682,53,13607.915366
1.898895,100,13627.318585
-1.38239,87,13648.755095
-1.364429,115,13671.639476
-1.190222,109,13693.337505
1.855424,71,13714.521171
1.887067,100,13736.045916
-0.598147,300,13781.066847
1.916597,51,13795.68329
-1.367029,81,13812.400221
-1.247858,72,13830.33716
-0.651003,300,13875.206198
-0.703895,300,13920.720494
-0.997598,300,13972.438009
-1.445877,102,13995.442909
-1.244054,300,14045.509131
1.537267,135,14346.717986
-1.628408,300,14400.439666
-0.689486,300,14447.314006
-1.347471,117,14474.0081
-1.126266,39,14490.845396
1.788106,99,14509.787697
-1.4151,113,14532.729587
1.868481,66,14552.635153
1.823703,131,14577.050238
-1.64814,226,14615.499013
-1.344406,84,14642.575894
-1.147559,79,14665.375239
-0.912406,300,14710.744809
1.694635,198,14743.997756
1.81536,131,14771.717659
-0.807384,300,14815.849442
1.933048,35,14828.353161
1.939887,47,14840.493157
-1.415376,93,14858.530952
1.97818,35,14872.657602
-1.487116,263,14911.763353
1.794681,79,14931.365761
-1.328135,88,14952.736143
-1.638961,117,14976.24564
-1.494416,130,15003.869293
-1.61795,169,15041.590711
1.956405,51,15056.85396
-1.515328,112,15077.296942
1.938538,64,15094.094887
1.930647,34,15102.924007
-1.291039,86,15120.345988
1.960947,25,15132.601656
-0.438259,300,15175.049745
-0.515948,300,15221.745845
-1.110613,300,15266.088866
1.81433,185,15298.498082
-0.681771,300,15344.546483
-1.124619,300,15395.518272
1.894637,48,15413.454183
1.91579,43,15426.545072
-0.747059,300,15470.229275
-1.472767,94,15492.783447
-1.300783,94,15513.117954
1.89672,44,15527.016002
-1.235598,64,15543.397612
-1.186184,300,15590.148597
-1.330742,112,15614.156763
1.96466,31,15626.822274
1.984311,14,15633.556397
-0.636618,300,15675.055474
1.936645,51,15699.343415
-0.537309,300,15741.692371
1.873537,62,15768.266319
-0.795337,300,15812.510082
-1.243106,72,15833.729954
1.907369,98,15854.352253
1.792621,96,15871.388499
1.93223,39,15887.486001
-1.342183,292,15930.21646
1.875265,57,15945.521633
-0.610322,300,15990.369122
1.989949,10,16006.269649
1.92524,35,16014.170051
1.76232,94,16033.183407
1.891546,53,16050.231101
1.936712,42,16063.177735
-1.257832,300,16106.141358
1.909245,53,16131.035208
1.835539,78,16148.638356
1.909045,51,16163.968488
1.866034,76,16181.264941
1.754843,101,16201.861606
-0.873996,300,16247.655563
1.962567,25,16265.994031
-1.359163,300,16565.931368
-0.606798,300,16618.367998
1.874134,59,16641.721391
1.891042,73,16658.082319
1.790605,171,16686.248008
1.927819,54,16698.637055
1.940303,34,16708.465947
-1.77117,236,16744.070439
1.865887,49,16759.931169
1.525498,219,16795.091727
1.64392,136,16825.868828
-2.005711,195,16861.446551
1.949142,28,16880.240971
-0.870054,300,16923.170528
1.807837,70,16950.598234
1.96142,24,16962.139843
1.902652,44,16973.625271
-0.523808,300,17018.197568
1.783824,86,17040.113533
-1.22054,300,17087.728301
1.915108,63,17112.894584
1.670097,186,17142.962047
1.431409,297,17192.247972
1.894426,49,17212.837807
-1.433996,146,17239.747837
-1.567361,169,17274.50223
1.795194,157,17308.617259
1.890659,61,17322.103906
-1.269049,84,17340.640159
1.665047,111,17361.25214
-1.157248,300,17408.907337
-1.158633,300,17471.293626
1.707417,260,17510.396912
-1.153052,54,17528.980425
-0.659055,300,17575.276406
-0.699275,300,17618.631027
-1.15713,57,17633.500384
1.910858,41,17647.72728
-1.247487,162,17675.352835
1.820068,88,17691.491155
1.819312,143,17717.032613
1.797177,157,17741.999193
-0.698011,300,17786.349595
-0.519126,300,17835.972209
1.641825,142,17868.205353
1.764785,127,17891.608476
1.570234,300,17938.325721
-0.381959,300,17983.276481
1.932982,50,18002.663752
-1.297392,189,18031.411983
-0.560222,300,18078.311067
1.880917,46,18104.184612
1.752565,166,18132.640328
1.577335,146,18161.988809
-1.12155,56,18178.983013
1.682214,101,18197.213227
-0.403926,300,18246.771461
1.839029,131,18273.345435
1.808006,153,18302.135924
-1.505226,155,18328.652775
-1.747647,176,18364.805396
1.912142,49,18384.706292
1.947984,42,18397.542737
1.900748,55,18634.896186
1.889595,70,18652.429408
-1.209905,101,18672.205845
1.963782,28,18681.603296
-1.241567,221,18714.290654
-1.177986,300,18763.803681
1.975615,17,18776.342194
-0.852125,300,18817.880374
1.766184,159,18852.456249
-0.780504,300,18898.871185
1.772471,77,18919.651819
1.82522,83,18940.285673
1.754592,194,18970.947489
1.973949,27,18984.139601
-1.304338,171,19008.19221
1.897474,54,19026.086162
1.927579,46,19040.374851
-1.089353,40,19053.211337
-1.086056,51,19066.82438
1.82465,72,19081.869884
1.863261,72,19099.318651
-1.323023,169,19130.263217
1.846964,80,19150.319416
-1.475071,206,19186.693005
1.960852,36,19201.673046
-1.13659,47,19212.303202
-1.184212,112,19234.563159
1.877919,61,19251.49731
1.716928,130,19276.415038
-0.324708,300,19325.020864
-0.418402,300,19374.836785
-1.364424,138,19403.84959
-1.344994,192,19439.948142
-0.858464,300,19487.430002
1.911685,79,19508.337908
1.951208,29,19520.996329
1.823763,70,19536.23233
-1.060123,58,19552.085566
1.904783,44,19563.123804
-1.242711,146,19588.349982
-1.08548,41,19603.967444
1.737058,162,19631.830798
1.976983,29,19645.142613
1.943719,58,19657.789731
-1.156049,83,19673.428762
1.844453,87,19694.196408
1.848546,56,19708.709347
1.917851,82,19727.327941
-0.430181,300,19772.88557
1.870707,101,19793.5609
1.805883,115,19814.531882
1.966354,32,19827.652016
-0.330889,300,19869.07718
-0.418731,300,19917.599241
-0.315215,300,19966.168426
1.933343,42,19978.733208
-1.417165,127,20001.75057
1.843371,130,20032.158358
-0.406621,300,20076.810601
-0.6742,300,20120.28446
1.968392,22,20138.303168
-1.58087,211,20170.10682
1.9151,45,20188.71486
1.898646,82,20206.689764
-1.304461,300,20252.940218
-0.557125,300,20309.709716
1.712727,91,20331.192474
1.723911,125,20358.030835
1.823918,140,20388.18218
-0.818412,300,20434.332988
-0.389243,300,20486.007755
-1.151796,45,20501.860124
-0.604785,300,20840.745267
-1.323671,116,20865.017862
1.906505,46,20879.951665
-0.601955,300,20924.903806
-0.618378,300,20972.581071
1.765529,92,20990.664277
1.90484,49,21007.315105
-1.421999,157,21034.647526
-0.622334,300,21081.700941
-0.698785,300,21127.178347
-0.906671,300,21171.94469
1.716226,94,21197.662314
1.902382,45,21214.932262
-0.766798,300,21259.20506
1.894945,47,21274.669025
-0.766237,300,21319.382591
1.948489,39,21335.76639
-1.088394,72,21350.553423
1.823625,86,21367.865353
-0.400136,300,21415.127567
-0.799543,300,21460.781508
-1.050149,300,21511.610369
-1.459922,219,21550.475824
1.547403,123,21580.173206
1.91982,58,21601.8737
-1.059798,300,21645.221628
-1.081581,300,21696.469439
-0.414779,300,21746.08704
1.830084,92,21765.789419
1.933329,42,21781.846115
1.768606,106,21801.395689
1.88881,106,21824.652177
1.872871,64,21839.52729
-0.538891,300,21886.129197
-0.624875,300,21937.789961
1.927579,34,21955.17654
1.917215,39,21966.763028
-1.650697,272,22007.732713
1.89038,46,22026.541447
1.834433,80,22044.628796
-1.158875,79,22064.96757
-1.686568,166,22095.152471
1.736494,231,22136.687219
1.921183,61,22151.839055
-0.785797,300,22198.262587
1.777036,85,22221.086481
1.824426,81,22242.237235
1.942038,72,22260.439013
1.957968,30,22272.978502
1.929495,47,22284.562624
1.820096,84,22301.233161
1.923201,37,22316.430653
1.934659,44,22329.48411
1.945259,30,22339.596535
-0.558493,300,22382.533776
-0.651488,300,22433.474013
-1.097907,56,22459.044532
1.973593,27,22471.20111
1.83858,55,22483.45777
1.873775,85,22503.634778
1.815708,73,22521.126415
1.810091,162,22550.789853
1.880114,52,22565.603175
-0.494263,300,22610.940567
1.861595,60,22628.184952
-0.937308,300,22673.864999
-0.56169,300,23012.207267
1.870615,52,23031.391365
-0.412967,300,23077.08643
1.901023,87,23100.542197
1.654447,268,23140.755399
1.930611,61,23153.684263
1.923624,48,23167.199523
-0.521212,300,23211.69943
1.914099,39,23224.757335
1.950505,34,23236.990746
1.967799,27,23246.711483
-1.489764,239,23281.59741
-1.206894,118,23310.691948
1.976781,28,23322.933729
-0.63563,300,23364.40152
1.877683,59,23385.38923
-0.399565,300,23431.302979
1.969835,24,23445.686973
1.855818,95,23462.928522
1.729551,183,23494.714852
-0.539839,300,23540.506071
-1.284756,300,23589.074948
-0.662414,300,23635.845481
1.995839,8,23647.632473
-1.554036,258,23682.570059
1.980698,20,23697.502077
1.926068,51,23708.17598
1.931481,45,23721.71557
-0.935053,300,23765.733901
1.97287,30,23783.677222
-1.364625,300,23825.546161
1.91302,52,23844.889903
1.855997,110,23866.594909
-0.352612,300,23913.637521
1.905422,42,23925.532162
1.866051,62,23941.267687
1.975135,20,23952.289544
-0.678751,300,23993.536957
1.979806,19,24009.801861
1.896017,75,24024.1803
-0.441236,300,24071.003008
1.725035,97,24092.704108
1.922359,41,24109.343674
1.875905,69,24125.213298
-1.229034,300,24171.192369
1.786018,100,24195.243439
1.944626,30,24210.048816
1.942864,37,24221.444298
-0.652767,300,24264.90789
1.977442,28,24279.37637
1.880415,59,24291.680115
-0.679697,300,24337.574254
1.960136,41,24356.986645
1.872041,101,24375.25069
1.95947,25,24385.57372
1.788521,113,24405.510989
1.882031,48,24422.867921
1.511639,286,24466.367872
1.928186,36,24478.132503
1.857245,61,24492.541243
1.942558,30,24505.678137
-1.059503,300,24549.269055
1.910708,54,24567.179759
1.87848,66,24582.260789
1.93134,34,24596.146226
1.851164,62,24611.097196
1.46971,224,24647.959587
1.856765,59,24666.778284
1.917423,42,24680.705749
-0.431652,300,24724.996918
1.946224,52,24740.04071
1.956479,27,24748.533225
1.743394,81,24764.851203
-0.558302,300,24812.355276
1.775633,80,24829.843648
1.979324,24,24843.793833
1.923522,37,24852.609347
1.810099,152,24879.23501
1.802352,105,24903.57767
1.568695,192,25177.550126
1.704934,185,25213.541847
-1.099183,59,25231.768995
1.547963,147,25260.272355
1.978173,20,25277.427563
1.978065,18,25284.909153
1.803449,92,25301.220651
1.887597,97,25323.950328
1.81816,123,25344.618479
1.93409,49,25360.09163
-0.924332,300,25403.533811
-0.364464,300,25448.613743
-1.08527,48,25464.601666
-0.371737,300,25509.406722
1.976852,26,25523.465776
1.676397,132,25544.224234
1.88746,68,25567.281316
1.926232,44,25581.905686
1.72727,90,25600.381897
1.92798,41,25616.747889
1.869239,75,25633.055674
1.822722,145,25659.255487
1.754838,71,25678.015815
1.734078,86,25699.226598
1.962972,31,25714.560563
1.821606,73,25729.057599
1.951795,28,25742.356426
1.809232,79,25758.068645
1.661554,106,25781.259177
1.952134,32,25797.890005
1.906182,65,25812.253962
1.887859,76,25830.147084
-1.099674,80,25849.13589
-0.704564,300,25892.658436
1.893977,54,25910.002434
-0.688657,300,25954.875579
-1.681922,241,26000.815435
1.661356,114,26032.628435
1.937639,54,26052.985874
1.9513,39,26063.677008
1.960158,24,26073.002599
-0.600714,300,26115.373894
1.90844,48,26137.505371
1.877242,49,26150.924119
1.951615,28,26163.385656
1.781782,84,26179.659212
1.884311,49,26196.510103
-0.703411,300,26242.657875
-1.735099,255,26287.581432
1.849358,81,26308.021626
1.950539,35,26320.456865
-0.705147,300,26363.795073
-1.195779,74,26392.105657
1.608755,243,26430.979231
1.94809,48,26450.771384
-0.455095,300,26493.771344
1.931676,46,26510.183773
1.735704,82,26526.78153
1.92622,54,26544.19214
1.919995,45,26557.965712
1.759223,115,26579.620108
-1.206054,72,26601.024209
1.956041,33,26613.327226
1.845287,74,26628.139446
1.963641,26,26641.337475
1.646129,200,26671.586812
1.862867,67,26693.540036
1.688376,122,26717.598621
1.84489,73,26740.599916
1.742774,93,26761.450287
1.929196,37,26778.057809
1.941965,38,26790.138918
1.831154,73,26805.847533
-1.279359,83,26826.630781
1.77729,85,26849.03633
1.936175,58,26867.407687
1.816386,120,26890.430143
1.919813,54,26907.006016
1.751301,93,26925.76635
1.736877,119,26952.221725
1.889278,49,26970.654705
1.932392,47,26984.534173
1.939583,34,26996.20736
1.88075,68,27011.871759
1.89101,57,27027.627371
1.796239,100,27048.7064
1.880557,57,27068.136739
1.857759,56,27084.271023
-0.501681,300,27130.570827
1.884957,56,27151.644509
1.966733,23,27163.244616
1.876925,53,27175.518892
1.882281,48,27190.747121
1.946441,53,27205.440021
-0.608449,300,27247.927948
1.933546,70,27275.653002
-1.555876,232,27510.052871
-0.663087,300,27562.821018
1.934282,34,27586.648289
1.863166,56,27601.10971
1.657383,142,27627.769053
1.834169,117,27655.946462
-0.770073,300,27700.981137
1.944411,40,27719.476362
1.92735,32,27730.764732
1.744711,116,27752.146859
-0.457668,300,27801.516579
-0.839653,300,27848.479926
1.865478,61,27875.803335
1.849062,112,27898.681161
1.984386,15,27909.377787
-1.424605,197,27937.879354
1.92207,65,27960.420964
1.977783,24,27972.5467
1.866531,48,27982.969506
1.935911,39,27996.856982
1.794027,76,28013.105564
1.901027,63,28031.210125
1.941346,44,28045.29245
1.913969,51,28059.223744
1.929545,50,28073.482023
1.949595,38,28085.890975
1.838843,100,28104.482954
1.813979,96,28125.695216
1.693772,112,28151.39952
